ageband,year,pop,deaths,people,rate
00-04,2000,Total,0,283360,0
05-09,2000,Total,0,301790,0
10-14,2000,Total,4,293560,1.36258345823682
15-19,2000,Total,38,273770,13.8802644555649
20-24,2000,Total,56,255100,21.9521756174049
25-29,2000,Total,65,269290,24.137546882543
30-34,2000,Total,57,292300,19.5005131713992
35-39,2000,Total,46,311970,14.7450075327756
40-44,2000,Total,31,290760,10.6617141284909
45-49,2000,Total,28,257620,10.8687213725642
50-54,2000,Total,27,238790,11.3070061560367
55-59,2000,Total,24,185470,12.9400981290775
60-64,2000,Total,13,152900,8.50228907782865
65-69,2000,Total,13,131220,9.90702636793172
70-74,2000,Total,12,119700,10.0250626566416
75-79,2000,Total,5,95080,5.25872949095499
80+,2000,Total,8,107500,7.44186046511628
Total,2000,Total,427,3860180,11.0616603370827
00-04,2001,Total,0,281230,0
05-09,2001,Total,0,296000,0
10-14,2001,Total,3,301000,0.996677740863787
15-19,2001,Total,41,278030,14.7466100780491
20-24,2001,Total,64,256630,24.9386275961501
25-29,2001,Total,55,258510,21.2757726973811
30-34,2001,Total,55,292060,18.8317469013216
35-39,2001,Total,54,307450,17.5638315173199
40-44,2001,Total,55,297280,18.5010764262648
45-49,2001,Total,24,262090,9.15715975428288
50-54,2001,Total,20,244780,8.17060217338018
55-59,2001,Total,21,190050,11.0497237569061
60-64,2001,Total,21,161150,13.0313372634192
65-69,2001,Total,17,131060,12.9711582481306
70-74,2001,Total,13,120740,10.7669372204737
75-79,2001,Total,14,96470,14.5122836114854
80+,2001,Total,14,112100,12.4888492417484
Total,2001,Total,471,3886630,12.1184676699351
00-04,2002,Total,0,281220,0
05-09,2002,Total,0,294330,0
10-14,2002,Total,0,308140,0
15-19,2002,Total,39,286870,13.5950081918639
20-24,2002,Total,53,265590,19.9555706163636
25-29,2002,Total,47,253830,18.5163298270496
30-34,2002,Total,51,295210,17.2758375393787
35-39,2002,Total,55,306190,17.9627028968941
40-44,2002,Total,47,306790,15.3199256820626
45-49,2002,Total,33,269590,12.2408101190697
50-54,2002,Total,30,246300,12.1802679658953
55-59,2002,Total,26,201160,12.9250347981706
60-64,2002,Total,18,168490,10.6831265950502
65-69,2002,Total,12,132870,9.03138405960713
70-74,2002,Total,12,120800,9.93377483443709
75-79,2002,Total,5,97760,5.11456628477905
80+,2002,Total,12,116000,10.3448275862069
Total,2002,Total,440,3951140,11.1360265644852
00-04,2003,Total,0,282010,0
05-09,2003,Total,0,294650,0
10-14,2003,Total,5,312920,1.59785248625847
15-19,2003,Total,52,295180,17.6163696727421
20-24,2003,Total,45,278290,16.1701821840526
25-29,2003,Total,45,253330,17.763391623574
30-34,2003,Total,50,298360,16.7582785896233
35-39,2003,Total,54,306040,17.6447523199582
40-44,2003,Total,45,316670,14.2103767328765
45-49,2003,Total,36,278500,12.9263913824057
50-54,2003,Total,35,248480,14.0856406954282
55-59,2003,Total,22,215250,10.2206736353078
60-64,2003,Total,17,172420,9.8596450527781
65-69,2003,Total,11,135920,8.09299587992937
70-74,2003,Total,16,120510,13.27690648079
75-79,2003,Total,17,99560,17.0751305745279
80+,2003,Total,18,119600,15.0501672240803
Total,2003,Total,468,4027690,11.6195635711785
00-04,2004,Total,0,284470,0
05-09,2004,Total,0,293330,0
10-14,2004,Total,7,314700,2.22434064188116
15-19,2004,Total,50,300740,16.6256567134402
20-24,2004,Total,58,285380,20.3237788212208
25-29,2004,Total,48,254550,18.856806128462
30-34,2004,Total,42,297410,14.1219192360714
35-39,2004,Total,54,307030,17.5878578640524
40-44,2004,Total,43,322410,13.3370553022549
45-49,2004,Total,41,287760,14.2479844314707
50-54,2004,Total,23,252250,9.11793855302279
55-59,2004,Total,30,226470,13.2467876539939
60-64,2004,Total,20,177470,11.2695103397757
65-69,2004,Total,10,140300,7.12758374910905
70-74,2004,Total,10,120190,8.32015974706714
75-79,2004,Total,11,100860,10.9062066230418
80+,2004,Total,17,123400,13.7763371150729
Total,2004,Total,464,4088720,11.348294820873
00-04,2005,Total,0,284520,0
05-09,2005,Total,0,292400,0
10-14,2005,Total,3,313230,0.957762666411263
15-19,2005,Total,47,306460,15.3364223715982
20-24,2005,Total,61,288800,21.1218836565097
25-29,2005,Total,53,256480,20.6643792888334
30-34,2005,Total,48,293330,16.3638223161627
35-39,2005,Total,46,308700,14.901198574668
40-44,2005,Total,49,323860,15.1299944420429
45-49,2005,Total,33,296340,11.1358574610245
50-54,2005,Total,34,257060,13.2264840893177
55-59,2005,Total,41,235910,17.3795091348396
60-64,2005,Total,12,182190,6.5865305450354
65-69,2005,Total,17,147100,11.5567641060503
70-74,2005,Total,5,119880,4.17083750417084
75-79,2005,Total,12,102100,11.7531831537708
80+,2005,Total,11,127700,8.61393891934221
Total,2005,Total,472,4136060,11.4118267143127
00-04,2006,Total,0,286310,0
05-09,2006,Total,0,292010,0
10-14,2006,Total,5,310280,1.61144772463581
15-19,2006,Total,62,313290,19.7899709534297
20-24,2006,Total,58,291120,19.9230557845562
25-29,2006,Total,48,260860,18.4006746914054
30-34,2006,Total,47,286180,16.4232301348801
35-39,2006,Total,55,312560,17.5966214486819
40-44,2006,Total,42,322580,13.0200260400521
45-49,2006,Total,33,305120,10.8154168851599
50-54,2006,Total,40,263670,15.1704782493268
55-59,2006,Total,41,242510,16.906519318791
60-64,2006,Total,14,187350,7.47264478249266
65-69,2006,Total,11,155580,7.07031752153233
70-74,2006,Total,15,120230,12.4760874989603
75-79,2006,Total,4,103610,3.86063121320336
80+,2006,Total,18,132000,13.6363636363636
Total,2006,Total,493,4185260,11.7794354472601
00-04,2007,Total,0,293080,0
05-09,2007,Total,0,291860,0
10-14,2007,Total,2,306310,0.652933302863113
15-19,2007,Total,41,316570,12.9513219824999
20-24,2007,Total,54,289910,18.6264702838812
25-29,2007,Total,41,265150,15.4629455025457
30-34,2007,Total,50,278610,17.9462330856753
35-39,2007,Total,56,315300,17.7608626704726
40-44,2007,Total,48,319290,15.0333552569764
45-49,2007,Total,39,312990,12.4604619955909
50-54,2007,Total,37,270570,13.6748346084193
55-59,2007,Total,30,243630,12.313754463736
60-64,2007,Total,16,198010,8.080399979799
65-69,2007,Total,11,162630,6.76381971346
70-74,2007,Total,8,122190,6.54718062034536
75-79,2007,Total,10,104010,9.61446014806269
80+,2007,Total,17,136100,12.4908155767818
Total,2007,Total,460,4226210,10.8844567591293
00-04,2008,Total,0,301010,0
05-09,2008,Total,0,291110,0
10-14,2008,Total,5,303440,1.64777221196942
15-19,2008,Total,51,317120,16.0822401614531
20-24,2008,Total,64,289410,22.1139559794064
25-29,2008,Total,43,269170,15.9750343648995
30-34,2008,Total,40,272180,14.6961569549563
35-39,2008,Total,41,314240,13.0473523421589
40-44,2008,Total,43,315220,13.6412664171055
45-49,2008,Total,47,320030,14.6861231759523
50-54,2008,Total,41,277190,14.7912983873877
55-59,2008,Total,34,244960,13.879817112998
60-64,2008,Total,20,211440,9.45894816496406
65-69,2008,Total,13,166080,7.82755298651252
70-74,2008,Total,9,125360,7.17932354818124
75-79,2008,Total,2,103960,1.92381685263563
80+,2008,Total,15,140100,10.7066381156317
Total,2008,Total,468,4262020,10.9807086780447
00-04,2009,Total,0,307510,0
05-09,2009,Total,0,291880,0
10-14,2009,Total,9,301830,2.98181095318557
15-19,2009,Total,56,317240,17.6522506619594
20-24,2009,Total,58,293140,19.7857678924746
25-29,2009,Total,30,272880,10.9938434476693
30-34,2009,Total,46,269160,17.0902065685837
35-39,2009,Total,36,310320,11.6009280742459
40-44,2009,Total,41,313980,13.0581565704822
45-49,2009,Total,46,323640,14.213323445804
50-54,2009,Total,38,284620,13.3511348464619
55-59,2009,Total,38,248310,15.3034513309975
60-64,2009,Total,20,222110,9.00454729638467
65-69,2009,Total,8,170960,4.67945718296678
70-74,2009,Total,12,129540,9.26354793886058
75-79,2009,Total,8,103890,7.70045240157859
80+,2009,Total,19,143900,13.2036136205698
Total,2009,Total,465,4304910,10.8016195460532
00-04,2010,Total,0,314260,0
05-09,2010,Total,0,290920,0
10-14,2010,Total,6,302820,1.98137507430157
15-19,2010,Total,48,317160,15.1343170639425
20-24,2010,Total,59,300660,19.6234949777157
25-29,2010,Total,45,275780,16.3173544129378
30-34,2010,Total,42,268120,15.6646277786066
35-39,2010,Total,45,304560,14.7754137115839
40-44,2010,Total,47,314670,14.936282454635
45-49,2010,Total,47,323960,14.5079639461662
50-54,2010,Total,36,292420,12.3110594350592
55-59,2010,Total,29,252930,11.4656228996165
60-64,2010,Total,26,231270,11.2422709387296
65-69,2010,Total,13,175700,7.39897552646557
70-74,2010,Total,12,135870,8.83197173769044
75-79,2010,Total,8,104030,7.69008939728924
80+,2010,Total,19,147900,12.8465179175118
Total,2010,Total,482,4353030,11.0727470290809
00-04,2011,Total,0,317490,0
05-09,2011,Total,1,290570,0.344151151185601
10-14,2011,Total,6,302430,1.98393016565817
15-19,2011,Total,61,314900,19.3712289615751
20-24,2011,Total,67,307820,21.7659671236437
25-29,2011,Total,49,275640,17.7768103323175
30-34,2011,Total,39,268400,14.5305514157973
35-39,2011,Total,30,294360,10.1916021198532
40-44,2011,Total,35,316640,11.0535624052552
45-49,2011,Total,44,320700,13.7199875272841
50-54,2011,Total,31,299760,10.3416066186282
55-59,2011,Total,31,258940,11.9718853788522
60-64,2011,Total,23,237940,9.66630242918383
65-69,2011,Total,10,180950,5.52638850511191
70-74,2011,Total,5,143670,3.48019767522795
75-79,2011,Total,6,104420,5.74602566558131
80+,2011,Total,14,151700,9.22874093605801
Total,2011,Total,452,4386330,10.3047422332565
00-04,2012,Total,0,315850,0
05-09,2012,Total,0,294090,0
10-14,2012,Total,10,299940,3.33400013336001
15-19,2012,Total,70,312900,22.3713646532438
20-24,2012,Total,71,311520,22.7914740626605
25-29,2012,Total,45,275420,16.3386827390894
30-34,2012,Total,26,268690,9.67657895716253
35-39,2012,Total,40,284200,14.0745953553835
40-44,2012,Total,51,317670,16.0543960713948
45-49,2012,Total,42,315910,13.2949257699978
50-54,2012,Total,39,306580,12.720986365712
55-59,2012,Total,26,265550,9.79099981171154
60-64,2012,Total,15,239390,6.26592589498308
65-69,2012,Total,9,191650,4.69606052700235
70-74,2012,Total,9,150730,5.97094141843031
75-79,2012,Total,15,106340,14.1056987022757
80+,2012,Total,15,154300,9.72132209980557
Total,2012,Total,483,4410730,10.950568273279
00-04,2013,Total,0,312120,0
05-09,2013,Total,0,300160,0
10-14,2013,Total,2,296780,0.67389985848103
15-19,2013,Total,52,312660,16.6314846798439
20-24,2013,Total,55,315890,17.4111241254867
25-29,2013,Total,31,279030,11.1099164964341
30-34,2013,Total,36,271820,13.2440585681701
35-39,2013,Total,40,276550,14.4639305731332
40-44,2013,Total,37,316570,11.6877783744511
45-49,2013,Total,52,312120,16.6602588747917
50-54,2013,Total,46,313300,14.682413022662
55-59,2013,Total,34,271990,12.5004595757197
60-64,2013,Total,21,241390,8.69961473134761
65-69,2013,Total,8,205390,3.89502896927796
70-74,2013,Total,13,154510,8.41369490647855
75-79,2013,Total,8,109520,7.30460189919649
80+,2013,Total,16,156900,10.1975780752071
Total,2013,Total,451,4446700,10.1423527559763
